edge_id,actual_entered_count,actual_left_count,sampled_seconds
381456420#1,6.0,5.0,11.37
381456420#3,5.0,5.0,8.98
381456420#5,5.0,5.0,5.29
381456420#6,4.0,4.0,13.66
381456420#7,5.0,5.0,15.72
381456422#0,4.0,4.0,26.31
381456422#3,1.0,1.0,2.18
381456422#4,1.0,0.0,0.51
381456422#6,7.0,8.0,31.44
381456422#7,8.0,8.0,16.9
381456424#0,2.0,0.0,4.54
381456424#1,0.0,2.0,3.74
381456424#2,6.0,5.0,9.43
381456424#3,10.0,10.0,15.94
381456424#4,10.0,10.0,14.1
381456424#6,10.0,10.0,20.17
381456424#8,10.0,10.0,54.88
381456429,0.0,0.0,0.0
381456432,0.0,1.0,8.48
381456433,6.0,6.0,29.39
381456437,0.0,0.0,0.0
381456440#0,0.0,1.0,4.12
381456441,2.0,2.0,14.86
381456443,2.0,1.0,11.15
381456444,1.0,2.0,10.22
381456445,5.0,3.0,20.52
381456446#0,0.0,0.0,0.0
381456446#1,1.0,0.0,3.16
381456447,1.0,0.0,4.45
381456448,0.0,0.0,0.0
381456449,0.0,0.0,0.0
381456451,1.0,1.0,7.32
381456453#0,0.0,0.0,0.0
381456453#1,1.0,4.0,16.21
381456455#0,5.0,5.0,1.97
381456455#1,5.0,9.0,1267.18
381456456,0.0,0.0,0.0
381456457#0,0.0,3.0,18.18
381456457#2,1.0,1.0,5.87
381456458,0.0,0.0,0.0
381456459,0.0,2.0,14.16
381456460,3.0,2.0,15.22
381456461,8.0,9.0,1202.17
381456462#0,32.0,31.0,89.06
381456462#1,31.0,31.0,54.21
381456462#2,30.0,30.0,13924.68
381456463#0,6.0,6.0,10.1
381456463#1,6.0,6.0,539.08
381456464#0,1.0,1.0,5.71
381456465,4.0,1.0,22.98
381456466#0,1.0,0.0,2.59
381456466#1,0.0,3.0,5.5
381456466#2,1.0,0.0,3.48
381456468#0,0.0,0.0,0.0
381456468#1,2.0,1.0,6.82
381456469#0,0.0,0.0,0.0
381456469#1,0.0,38.0,138.18
381456469#2,38.0,38.0,223.05
381458589#0,0.0,8.0,42.9
381458589#1,8.0,0.0,3.38
381802843#0,2.0,2.0,12.16
381802843#1,1.0,0.0,6.68
381802844#0,2.0,2.0,3.44
381802844#1,0.0,0.0,0.0
381802844#2,1.0,1.0,0.86
381802844#3,0.0,0.0,0.0
381802844#5,3.0,3.0,5.53
381802844#6,3.0,3.0,2.37
381802844#7,2.0,2.0,1.57
381802844#8,2.0,0.0,2.97
381802845#0,0.0,1.0,7.02
381802845#2,0.0,0.0,0.0
381802845#3,0.0,0.0,0.0
381802847#0,19.0,19.0,256.43
381802847#1,5.0,2.0,18.8
381802847#2,0.0,2.0,20.81
381802847#3,5.0,4.0,16.97
381802847#4,0.0,0.0,0.0
381802847#5,0.0,0.0,0.0
381802848#0,0.0,0.0,0.0
381802848#1,0.0,0.0,0.0
381802848#2,0.0,0.0,0.0
381802853,0.0,0.0,0.0
381802858,0.0,0.0,0.0
381802860#0,0.0,0.0,0.0
381802860#1,1.0,2.0,18.0
381802860#2,0.0,13.0,140.81
381802863,0.0,0.0,0.0
381802870#0,0.0,0.0,0.0
381802870#1,2.0,2.0,8.59
381802874#0,0.0,0.0,0.0
381802874#1,0.0,0.0,0.0
381802876#0,0.0,0.0,0.0
381802876#1,0.0,2.0,18.28
381802879#0,0.0,14.0,129.28
381802879#1,14.0,22.0,169.49
381802879#2,8.0,8.0,57.13
381802881#0,0.0,0.0,0.0
381802881#1,2.0,2.0,13.98
381802882,0.0,3.0,27.97
381802883#0,0.0,0.0,0.0
381802883#1,0.0,0.0,0.0
381802883#2,2.0,2.0,12.18
381802884#0,4.0,5.0,17.1
381802884#1,4.0,4.0,14.96
381802888,2.0,2.0,14.51
381807690#0,2.0,2.0,15.3
381807690#2,0.0,0.0,0.0
381807690#3,0.0,0.0,0.0
381807694#0,4.0,4.0,24.0
381807698#0,3.0,3.0,41.39
381807717#0,3.0,3.0,9.79
381807717#1,3.0,6.0,28.12
381807717#2,5.0,3.0,43.0
381807717#5,0.0,0.0,0.0
381807720#0,4.0,6.0,102.9
381807720#3,3.0,6.0,41.69
381807721#0,0.0,0.0,0.0
381807721#2,0.0,0.0,0.0
381807721#3,1.0,0.0,2.9
381809843#0,14.0,14.0,89.66
381809843#1,0.0,0.0,0.0
381809844#1,4.0,4.0,39.72
381809847,0.0,0.0,0.0
381809849#0,0.0,0.0,0.0
381809849#1,0.0,0.0,0.0
382947009,4.0,1.0,51.52
383097712#1,255.0,254.0,274558.28
383097714,528.0,531.0,36663.18
383097715,0.0,0.0,0.0
383097717,0.0,0.0,0.0
383097720,38.0,38.0,176.56
383097721,0.0,0.0,0.0
383097722#0,307.0,307.0,31016.01
383097723,71.0,57.0,374.64
383097727#0,1.0,1.0,0.8
383097728,38.0,38.0,109.13
384030395,10.0,8.0,124.76
384030398#0,11.0,15.0,158.88
384030401#1,10.0,15.0,130.82
384030401#2,17.0,23.0,209.23
386023652#0,29.0,31.0,23.94
386023652#1,31.0,39.0,250.59
386023652#2,8.0,9.0,49.41
394102601,24.0,24.0,43.18
395564622#0,80.0,80.0,8406.11
395564622#1,4.0,2.0,13.11
395564622#2,2.0,2.0,107.32
413953595,117.0,117.0,87.62
413953596#0,124.0,122.0,257.76
413953596#1,122.0,122.0,132.31
413953596#2,178.0,178.0,1075.93
413953596#3,118.0,117.0,101.5
413953597#1,170.0,168.0,12144.92
413953597#2,170.0,167.0,9680.34
420089386#0,4.0,3.0,17.37
420089386#2,3.0,3.0,13.19
420089386#3,2.0,0.0,7.86
420092887#0,0.0,3.0,37.47
420092887#1,0.0,0.0,0.0
420092888#0,0.0,2.0,20.43
420092888#1,2.0,2.0,16.84
420092889#0,1.0,1.0,6.57
420092889#2,0.0,0.0,0.0
420092889#3,0.0,0.0,0.0
420092889#4,2.0,0.0,6.08
420097204#3,0.0,1.0,7.69
420187959#1,139.0,119.0,663.78
420187959#12,3.0,1.0,25.93
420187959#3,89.0,79.0,1495.11
420187959#4,43.0,31.0,198.2
420187959#5,23.0,22.0,38.04
420187959#6,19.0,20.0,122.95
420187959#8,19.0,18.0,48.28
420187959#9,3.0,3.0,9.23
420317538#1,0.0,1.0,67.9
420317538#2,0.0,0.0,0.0
420317540,0.0,0.0,0.0
420317541#0,14.0,21.0,1157.74
420317541#1,28.0,37.0,1654.48
420317541#2,36.0,25.0,200.66
420317543#0,2.0,1.0,15.58
420317543#1,28.0,25.0,532.49
420317544#2,2.0,11.0,529.7
420319840#0,1.0,1.0,3.17
420319840#1,5.0,5.0,5.52
420319841#0,6.0,6.0,22.26
420319841#2,6.0,59.0,275.81
420319841#3,57.0,55.0,99.03
420319841#4,55.0,55.0,86.84
420319841#5,55.0,55.0,166.04
420319841#6,0.0,0.0,0.0
420319841#7,0.0,0.0,0.0
420319841#8,0.0,0.0,0.0
420319841#9,0.0,1.0,8.65
420319844,1.0,0.0,5.5
420319845,9.0,43.0,602.66
420319846,8.0,8.0,23.86
420319848#0,21.0,22.0,39.95
420319848#1,21.0,21.0,82.24
420319848#2,19.0,19.0,45.31
420319848#3,18.0,18.0,29.31
420319848#4,18.0,21.0,42.84
420319848#5,20.0,23.0,68.17
420319848#7,21.0,21.0,470.64
420331800#0,0.0,0.0,0.0
420331800#3,0.0,0.0,0.0
420331800#4,1.0,3.0,44.16
420331801#0,0.0,0.0,0.0
420331801#1,0.0,0.0,0.0
420331802#0,3.0,2.0,18.71
420331802#1,0.0,0.0,0.0
420331802#2,55.0,55.0,521.23
420331803,3.0,3.0,17.3
420331804,0.0,0.0,0.0
420331805,1.0,0.0,6.73
420331806,0.0,0.0,0.0
420331807#0,3.0,3.0,11.72
420331807#1,0.0,0.0,0.0
420331808,2.0,0.0,11.18
420331809,0.0,0.0,0.0
420331810,2.0,0.0,13.07
420331811#0,0.0,0.0,0.0
420331811#1,0.0,2.0,12.44
420331812#0,7.0,7.0,29.87
420331812#1,3.0,2.0,2.1
420331812#2,3.0,2.0,6.6
420331812#3,4.0,4.0,4.49
420331812#4,2.0,0.0,8.11
420331813#0,0.0,0.0,0.0
420331814#1,2.0,2.0,1.24
420331814#2,2.0,2.0,4.65
420331815,4.0,4.0,51.94
420331816#0,21.0,20.0,40.95
420331816#2,1.0,0.0,2.4
420331818#0,2.0,1.0,16.3
420331820,0.0,0.0,0.0
420331823,4.0,2.0,29.43
420331825#0,6.0,5.0,48.66
420331825#1,5.0,5.0,20.82
420331825#2,2.0,1.0,7.95
420331825#3,1.0,0.0,4.74
420331825#4,0.0,0.0,0.0
420331827,4.0,4.0,35.54
420331830,0.0,0.0,0.0
420331831,5.0,9.0,609.23
420331834,0.0,2.0,159.06
420331835#0,18.0,18.0,81.88
420331836,4.0,0.0,14.61
420331837#1,0.0,0.0,0.0
420331838#0,0.0,0.0,0.0
420331838#1,2.0,1.0,17.66
420331839,3.0,3.0,23.55
420334155#0,1.0,4.0,128.8
420335669,0.0,0.0,0.0
420345569,0.0,2.0,380.35
420348540#0,2.0,1.0,19.84
420348542#0,0.0,0.0,0.0
420348542#1,0.0,0.0,0.0
420348545,0.0,0.0,0.0
420348553,0.0,0.0,0.0
420348555#0,92.0,92.0,40655.97
420348556#0,1.0,2.0,5.63
420348556#2,2.0,2.0,6.23
420348556#3,1.0,1.0,248.21
420348560,0.0,0.0,0.0
420348561#0,6.0,6.0,15.2
420348561#1,5.0,1.0,13.18
420348561#2,1.0,1.0,4.42
420361194#0,61.0,61.0,35954.38
420361195,32.0,30.0,92.7
420361196,637.0,628.0,601008.22
420361201,46.0,46.0,3502.76
420361205#0,0.0,0.0,0.0
420361206#0,0.0,0.0,0.0
420383139#0,12.0,6.0,70.2
420383139#1,6.0,6.0,144.83
420383139#2,4.0,4.0,30.57
420383140#1,37.0,37.0,196.84
420383140#4,8.0,5.0,24.1
420383140#5,3.0,3.0,4.24
420383140#7,1.0,1.0,2.59
420383141#0,182.0,181.0,1609.14
420383141#1,177.0,177.0,11139.29
420383143#0,2.0,2.0,14.13
420383143#2,0.0,0.0,0.0
420383144#0,1.0,1.0,16.98
420383144#1,0.0,0.0,0.0
420383145,0.0,0.0,0.0
420383146#0,0.0,0.0,0.0
420383147,0.0,0.0,0.0
420383150#1,8.0,8.0,8.21
420383150#2,0.0,0.0,0.0
420383150#3,0.0,2.0,5.61
420383150#4,3.0,3.0,18.33
420383150#5,1.0,0.0,3.86
420383151,2.0,2.0,12.34
420383152,0.0,0.0,0.0
420383153,0.0,0.0,0.0
420383159#0,2.0,1.0,20.27
420383159#2,2.0,3.0,36.82
420383160#0,5.0,6.0,13.54
420383161,0.0,0.0,0.0
420391187#0,0.0,0.0,0.0
420391195,0.0,0.0,0.0
420393496#4,0.0,0.0,0.0
422584938,0.0,0.0,0.0
422599316#1,0.0,0.0,0.0
428260110,612.0,600.0,54967.86
428260116#1,7.0,6.0,84.57
428544127,36.0,42.0,174.07
431903251#0,17.0,2.0,98.37
431903251#1,2.0,0.0,8.82
438360329#0,38.0,38.0,193.46
438360331#0,56.0,57.0,69.24
438360331#2,57.0,60.0,3167.38
464233655,0.0,1.0,8.9
464445691#1,0.0,1.0,7.42
464445691#3,0.0,0.0,0.0
464445692#0,6.0,8.0,18.6
464445692#1,8.0,10.0,32.72
464459665,0.0,0.0,0.0
464459667,0.0,0.0,0.0
464459668#0,2.0,2.0,15.23
464459668#2,1.0,0.0,3.77
464461045,0.0,0.0,0.0
464461046,0.0,0.0,0.0
464461048#0,6.0,5.0,21.2
464461048#1,5.0,4.0,34.04
464461048#2,13.0,13.0,36.51
464461049#0,0.0,0.0,0.0
464461049#1,1.0,2.0,7.32
464461049#2,2.0,2.0,2.42
464461050,3.0,3.0,10.29
464461051,0.0,0.0,0.0
464461052#0,0.0,0.0,0.0
464461053#0,12.0,5.0,95.86
464461053#2,1.0,2.0,31.17
464461053#3,2.0,1.0,7.85
464461053#4,1.0,1.0,4.94
464461053#5,1.0,0.0,4.63
464461054#0,28.0,28.0,66.32
464461054#1,28.0,28.0,496.15
464461055,5.0,5.0,7.24
464461056,2.0,0.0,2.64
464461057#0,1.0,3.0,23.41
464461057#1,2.0,2.0,10.01
464461057#2,2.0,2.0,24.93
464461060,13.0,13.0,87.99
464461063,0.0,0.0,0.0
469260694#0,0.0,0.0,0.0
470453019#0,4.0,2.0,4.81
470453019#4,2.0,2.0,3.22
470453019#5,5.0,4.0,14.58
470453019#6,4.0,4.0,22.26
477063271,182.0,182.0,146.49
480233462#0,122.0,122.0,559.99
480233462#3,140.0,136.0,501.91
480233463#0,69.0,0.0,189.03
482167259,8.0,7.0,21.19
482167260,2.0,1.0,5.48
493183992#0,119.0,119.0,114.29
493183992#3,125.0,125.0,311.65
503530174#0,57.0,58.0,68992.23
506162633,2.0,2.0,263.0
516388936#3,0.0,10.0,120.83
516388936#4,111.0,122.0,662.6
516948898#2,15.0,16.0,33.5
516948898#3,16.0,24.0,195.9
516948898#4,4.0,3.0,7.69
516948898#5,3.0,0.0,10.1
516948900#2,2.0,2.0,8.19
516948900#3,2.0,5.0,36.54
516948900#4,5.0,13.0,67.77
516948900#5,24.0,26.0,60.92
516948900#7,0.0,8.0,42.28
517634898,9.0,14.0,99.21
517641026#0,198.0,198.0,1439.67
517641026#2,0.0,0.0,0.0
517706841#4,0.0,0.0,0.0
517706841#5,2.0,3.0,14.88
519060522#7,0.0,0.0,0.0
520307305#0,273.0,280.0,2814.7
520307305#3,16.0,14.0,58.87
520307305#4,5.0,0.0,6.79
520307306,462.0,459.0,38483.98
531796031,5.0,0.0,8.76
539136610#0,9.0,4.0,16.51
578313748#0,97.0,97.0,1151.13
578313748#2,107.0,107.0,1792.88
578313749#0,0.0,7.0,953.07
581906883#0,2.0,13.0,152.82
581906883#1,13.0,14.0,78.74
585341901#1,287.0,262.0,45264.87
585341901#2,266.0,251.0,116234.79
585341901#3,248.0,231.0,53477.34
585341902,184.0,181.0,677.88
585341903#0,43.0,45.0,855.86
585341904#0,184.0,172.0,52474.92
585341904#1,172.0,130.0,5373.52
585341906#0,3.0,6.0,21.62
585341906#2,6.0,10.0,61.35
585341907#0,0.0,2.0,15.39
585341907#2,2.0,4.0,46.34
585341908#0,17.0,21.0,10322.05
585341908#1,21.0,24.0,1833.51
585341909,49.0,20.0,165.82
585341917,276.0,275.0,25007.19
591142208#0,1.0,0.0,0.84
591142208#1,1.0,0.0,6.72
591142225#0,1.0,1.0,7.24
601902513#0,0.0,1.0,9.04
601902513#1,4.0,4.0,16.62
607077076#0,21.0,21.0,97.01
607077076#1,5.0,5.0,18.89
607077076#2,1.0,1.0,7.96
613477341#2,121.0,108.0,492.15
613477341#4,83.0,79.0,343.75
615671500#0,37.0,38.0,143.45
615671502,50.0,42.0,7305.41
615671503,36.0,38.0,3677.68
615671505#0,3.0,0.0,26.36
616037662#0,38.0,38.0,316.98
616037662#1,43.0,43.0,77.75
616037662#2,41.0,16.0,53.2
619147726#0,245.0,250.0,37671.62
619147726#1,240.0,240.0,10094.93
619147727,38.0,40.0,3240.49
619147728,37.0,41.0,2219.68
619147729#0,71.0,77.0,318.93
619147729#1,77.0,76.0,45.23
619147729#2,80.0,83.0,209.29
619147730#0,262.0,261.0,7305.45
619147730#3,261.0,255.0,382.35
619147731,155.0,152.0,937.45
619147732,128.0,128.0,750.78
619147733,11.0,10.0,15.7
619147734,11.0,13.0,3289.47
619147735#0,93.0,96.0,425.65
619147735#1,98.0,100.0,4726.57
619147735#4,102.0,104.0,8735.66
619147736,277.0,243.0,78535.01
619147737,2.0,0.0,3.76
619147738#0,75.0,79.0,13592.68
619147738#1,79.0,81.0,15417.68
619147739#0,178.0,178.0,670.31
619147739#1,172.0,169.0,385.74
619147739#3,158.0,158.0,760.11
619147739#5,190.0,190.0,665.76
619147739#6,193.0,192.0,704.17
619147740,178.0,180.0,566.91
619342756,267.0,260.0,17195.34
620607766#0,10.0,8.0,30.27
620607766#3,12.0,12.0,81.21
620634300,10.0,5.0,16.07
628816136#0,8.0,7.0,1023.64
628816140#0,0.0,7.0,156.64
631259843,0.0,0.0,0.0
631259844,0.0,0.0,0.0
651696631#0,0.0,0.0,0.0
651817398#0,7.0,0.0,88.08
651818430#0,0.0,0.0,0.0
651818430#2,0.0,0.0,0.0
656122981#0,236.0,234.0,176.79
656122981#1,47.0,48.0,31.99
656122981#2,50.0,51.0,540.87
656122981#4,69.0,70.0,1708.49
656122981#6,70.0,70.0,707.34
656122990,0.0,1.0,10.57
656122993,1.0,0.0,2.43
656122996,1.0,0.0,2.59
656122998#0,18.0,15.0,16.36
656122998#1,1.0,0.0,7.16
656122999,20.0,18.0,64.46
665006921,0.0,0.0,0.0
669061318,0.0,0.0,0.0
701497860#0,11.0,1.0,48.98
701497860#1,1.0,1.0,3.57
701497861,16.0,13.0,103.16
708672701#0,20.0,18.0,385.6
708672701#4,17.0,17.0,189.12
708858347,17.0,15.0,261.47
712288152#0,8.0,9.0,228.75
732213462,10.0,10.0,4.81
732213463#0,0.0,0.0,0.0
732213463#4,0.0,0.0,0.0
732213463#5,0.0,2.0,33.39
73549702#0,4.0,4.0,8.83
73549702#1,4.0,2.0,87.83
73549702#8,3.0,3.0,1.68
73549702#9,3.0,3.0,13.91
73550863#0,0.0,0.0,0.0
73550863#1,1.0,1.0,2.72
73550863#2,0.0,1.0,10.31
73550864#0,0.0,0.0,0.0
767111811#0,1.0,0.0,5.31
767524334#0,0.0,0.0,0.0
767644534#0,2.0,2.0,5.33
767644534#1,1.0,1.0,5.57
767644535,2.0,3.0,25.36
767654645#0,0.0,0.0,0.0
767654646,0.0,0.0,0.0
768399563#1,24.0,26.0,449.75
769110722,0.0,0.0,0.0
769116601#0,114.0,62.0,975.78
769116602,97.0,97.0,341.38
769116603#1,75.0,75.0,2365.12
769116604,114.0,114.0,100.83
769423158,1.0,1.0,56.4
769488211,0.0,0.0,0.0
770860542#0,0.0,3.0,829.21
770860548#0,24.0,22.0,136.75
770860548#2,19.0,19.0,413.25
770860548#3,8.0,11.0,72.07
770860548#4,6.0,8.0,39.44
770860549,8.0,6.0,56.45
770860550,1.0,0.0,1.15
770860551,20.0,20.0,18831.35
770860552#1,2.0,9.0,2353.52
770860565#0,62.0,66.0,166.03
770860565#1,59.0,57.0,468.65
770890584#0,3.0,0.0,8.34
770890587,0.0,0.0,0.0
770890589#0,1.0,1.0,1.42
770890589#1,12.0,12.0,107.72
770890589#3,12.0,15.0,67.69
770890589#4,19.0,16.0,76.12
770890589#5,18.0,13.0,26.16
770890592#0,0.0,0.0,0.0
771678026,0.0,0.0,0.0
771923366,1.0,0.0,3.28
772279128#1,5.0,5.0,70.32
772279128#5,0.0,0.0,0.0
772527390#3,0.0,0.0,0.0
772527390#5,523.0,523.0,5631.74
772873181#0,1.0,4.0,29.77
772873182#0,1.0,3.0,46.07
772873184,0.0,0.0,0.0
773060731,47.0,45.0,102.87
773060732#0,55.0,55.0,159.81
773060732#2,55.0,55.0,915.19
773060732#5,9.0,9.0,1.85
773060736,61.0,61.0,3556.71
773066532#5,0.0,0.0,0.0
773066535#0,10.0,10.0,16.47
773066536#0,30.0,30.0,93.2
773066536#1,5.0,5.0,24.86
773066536#2,5.0,5.0,44.31
773066536#4,6.0,9.0,112.21
775222468#1,34.0,34.0,328.46
775222468#4,29.0,29.0,179.54
775222468#5,32.0,32.0,11.49
775222468#6,32.0,32.0,97.22
775222468#7,34.0,34.0,163.93
775222468#9,40.0,36.0,1103.98
776781838,0.0,0.0,0.0
777422408,0.0,0.0,0.0
777881144#0,46.0,41.0,107.56
777881144#1,48.0,56.0,286562.93
777881147#4,56.0,54.0,16939.58
778973690,5.0,0.0,37.34
781183834#0,38.0,38.0,133.15
781983103#1,191.0,191.0,449.26
781983103#2,191.0,190.0,377.28
781983104#0,159.0,161.0,613.03
781983104#1,160.0,157.0,1891.64
781985779#0,560.0,537.0,303325.19
781985784,499.0,463.0,516462.47
781985786#1,496.0,499.0,361.4
781985786#2,499.0,495.0,140003.31
781985786#3,519.0,516.0,196781.89
781985786#4,519.0,516.0,77138.55
781985786#5,513.0,504.0,67200.51
781985786#6,519.0,512.0,101104.49
781985786#7,523.0,517.0,82343.07
781985786#8,526.0,454.0,115531.89
781985787#0,757.0,744.0,121839.26
781985788#0,304.0,269.0,1395.95
781985789#0,3.0,3.0,63.81
781985790#0,11.0,11.0,61.29
781985790#3,3.0,0.0,18.78
781985792#3,559.0,488.0,60792.71
781985793#0,794.0,766.0,124555.8
782616914#0,2.0,0.0,5.42
782892488#1,145.0,144.0,1506.66
782892488#2,145.0,149.0,40939.63
782892488#3,4.0,3.0,36.79
782892488#4,3.0,6.0,30.16
782892488#5,2.0,2.0,5.63
782892489#0,103.0,103.0,121.97
782892489#2,103.0,104.0,306.81
782892489#3,96.0,93.0,131.32
782892489#4,93.0,92.0,136.37
782892489#5,92.0,92.0,897.03
782892489#8,57.0,55.0,217.44
782892491#0,8.0,9.0,53.14
782892491#1,7.0,8.0,43.52
782892492#0,34.0,34.0,4904.02
782892492#1,0.0,1.0,6.0
783692390#0,17.0,56.0,619.82
785130598#0,38.0,38.0,94.64
785130598#1,38.0,37.0,478.78
785130598#3,35.0,35.0,172.19
785130598#5,35.0,35.0,313.78
785130598#7,36.0,36.0,1786.0
785130600#0,612.0,591.0,60232.52
785130600#1,611.0,596.0,31680.97
785130600#2,607.0,586.0,223345.79
785130600#3,608.0,599.0,90948.98
785130601#1,0.0,2.0,17.97
785130602#0,7.0,6.0,23.7
785130602#1,6.0,6.0,24.38
785130602#2,4.0,4.0,16.05
785130602#3,3.0,3.0,14.76
785130603,1.0,1.0,4.0
78628775#0,10.0,9.0,2144.12
78628775#2,9.0,9.0,94.99
78628775#3,7.0,9.0,45.18
78628775#5,61.0,63.0,960.57
788296723#0,0.0,1.0,12.12
788296723#1,5.0,11.0,109.56
788296724#0,1.0,1.0,7.35
788296725,1.0,4.0,26.61
788411954#0,3.0,4.0,27.49
788411956,34.0,34.0,417.26
796927124,185.0,173.0,4604.42
800229255,200.0,199.0,2059.38
800229256#0,1.0,1.0,0.92
800229256#2,39.0,39.0,276.75
800229256#3,39.0,42.0,206.43
800229257#2,9.0,9.0,18.26
821107999#0,1.0,0.0,5.29
821108006#1,0.0,0.0,0.0
821108007,3.0,8.0,72.31
821457682#0,3.0,4.0,29.07
821457682#1,6.0,8.0,139.09
824132484#0,196.0,196.0,1575.25
824132486,196.0,196.0,318.41
870977308#0,0.0,0.0,0.0
870977309,0.0,0.0,0.0
870977310#0,2.0,2.0,10.85
870977311,0.0,0.0,0.0
871052109#0,1.0,1.0,2.72
871052109#1,1.0,0.0,2.94
892932178#0,0.0,0.0,0.0
895829950,4.0,4.0,28.39
899373686#1,16.0,16.0,19.65
899373686#3,20.0,19.0,412.29
899373686#4,18.0,17.0,99.96
899373686#6,22.0,22.0,116.92
899373688#0,143.0,142.0,1477.92
908622900#0,150.0,171.0,11730.1
908622900#1,471.0,477.0,8514.08
908646367#0,0.0,0.0,0.0
908646367#11,298.0,298.0,1663.53
908646367#2,1.0,1.0,7.9
908646367#3,1.0,1.0,1.29
908646367#5,326.0,327.0,535.68
908646367#6,330.0,331.0,1564.76
908646367#7,325.0,325.0,585.11
908646367#8,318.0,318.0,1407.29
908694578#0,14.0,4.0,60.22
908694578#2,0.0,0.0,0.0
908694578#3,0.0,0.0,0.0
908694579,238.0,236.0,541.81
910451393#0,3.0,4.0,24.9
911522748#0,4.0,4.0,14.96
911522749#0,4.0,4.0,17.16
911522750,5.0,3.0,6.79
911522751#0,1.0,1.0,6.34
911522751#1,0.0,0.0,0.0
911522751#2,0.0,0.0,0.0
913006751#0,27.0,27.0,65.96
913006752#0,228.0,224.0,22692.25
913006753,57.0,57.0,115.13
913006754#0,57.0,55.0,762.57
913006754#1,55.0,55.0,523.47
913006754#2,56.0,54.0,1439.89
913006754#3,58.0,58.0,237.82
913006754#4,58.0,58.0,592.5
913006754#5,19.0,20.0,243.45
913006754#6,21.0,21.0,154.19
913006754#7,20.0,21.0,231.21
913006754#9,38.0,38.0,381.83
913009311,461.0,445.0,14235.27
913009312#1,437.0,426.0,183190.53
913009312#10,442.0,421.0,12073.61
913009312#4,430.0,425.0,35679.94
913009312#5,425.0,422.0,15692.85
913009312#6,425.0,412.0,111427.38
913009312#9,440.0,441.0,37655.81
913233121#0,31.0,25.0,364.07
913270580#0,1.0,2.0,385.92
913270580#2,2.0,2.0,313.38
913270580#3,2.0,4.0,6.41
913372757,0.0,0.0,0.0
913392928#0,0.0,0.0,0.0
913392928#1,0.0,0.0,0.0
913405361,0.0,0.0,0.0
913406478,4.0,3.0,123.21
913428734,2.0,2.0,14.08
913525284,0.0,0.0,0.0
913565824#0,162.0,164.0,22359.73
913565824#10,155.0,155.0,320.03
913565824#11,17.0,17.0,32.73
913565824#6,163.0,163.0,193.92
913565824#7,163.0,162.0,280.04
913565824#8,159.0,157.0,371.07
913565824#9,155.0,155.0,485.46
913570918,4.0,4.0,13.05
913570919,5.0,5.0,21.06
913692893,11.0,11.0,23.52
913694023#0,24.0,24.0,113.18
913694024#0,0.0,0.0,0.0
913702834,55.0,56.0,733.87
913709099#0,5.0,7.0,29.04
913811576#0,24.0,23.0,152.75
913811576#1,19.0,22.0,146.85
913811577#0,1.0,1.0,1.88
913811578,24.0,24.0,79.92
913826317,2.0,3.0,9.98
913833410,0.0,0.0,0.0
913835755#0,0.0,0.0,0.0
913836077,2.0,2.0,4.16
913836406#0,0.0,1.0,3.03
913839558#2,0.0,0.0,0.0
913841953#0,2.0,1.0,21.93
914660214#0,0.0,1.0,3.08
914660214#1,0.0,0.0,0.0
914660215#0,15.0,15.0,89.61
919117822#1,3.0,0.0,8.78
919261680,1.0,1.0,1.96
919984684,30.0,30.0,35.12
921117704#0,192.0,190.0,63083.31
921117704#1,201.0,195.0,20038.2
921796625,15.0,13.0,193.02
955312947#0,1.0,1.0,8.09
955312947#1,0.0,0.0,0.0
955312948,1.0,0.0,2.22
