input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
Random Search,20260607,23,rs_r23_003_tl81_dt30_ge47_qr86_tau73,81,30,47,0.86,0.73,0.00,503.65,0.91,0.09,10:1,45.79,219.08016,,,503.648311,124.520124,1,14
Random Search,20260607,23,rs_r23_004_tl53_dt186_ge19_qr18_tau82,53,186,19,0.18,0.82,509.92,302.15,0.91,0.09,10:1,491.03,219.08016,729.0,509.91984,302.153677,173.898095,1,70
Random Search,20260607,23,rs_r23_005_tl29_dt207_ge30_qr54_tau82,29,207,30,0.54,0.82,474.92,304.44,0.91,0.09,10:1,459.42,219.08016,694.0,474.91984,304.442583,168.810732,1,51
Random Search,20260607,23,rs_r23_006_tl75_dt199_ge19_qr35_tau78,75,199,19,0.35,0.78,595.92,293.98,0.91,0.09,10:1,568.47,219.08016,815.0,595.91984,293.983356,180.972653,1,76
Random Search,20260607,24,rs_r24_001_tl9_dt211_ge19_qr3_tau80,9,211,19,0.03,0.8,0.00,502.63,0.91,0.09,10:1,45.69,219.08016,,,502.631643,131.268293,1,35
Random Search,20260607,24,rs_r24_002_tl81_dt53_ge0_qr95_tau79,81,53,0,0.95,0.79,0.00,498.00,0.91,0.09,10:1,45.27,219.08016,,,498.003656,122.580357,0,68
Random Search,20260607,24,rs_r24_003_tl14_dt91_ge12_qr27_tau75,14,91,12,0.27,0.75,517.92,305.13,0.91,0.09,10:1,498.57,219.08016,737.0,517.91984,305.126148,179.610847,1,86
Random Search,20260607,24,rs_r24_004_tl32_dt223_ge3_qr90_tau70,32,223,3,0.9,0.7,414.92,432.02,0.91,0.09,10:1,416.47,219.08016,634.0,414.91984,432.017054,163.351082,1,111
Random Search,20260607,24,rs_r24_005_tl28_dt224_ge11_qr77_tau88,28,224,11,0.77,0.88,392.92,435.59,0.91,0.09,10:1,396.80,219.08016,612.0,392.91984,435.594644,154.047203,1,76
Random Search,20260607,24,rs_r24_006_tl33_dt208_ge24_qr14_tau87,33,208,24,0.14,0.87,628.92,298.44,0.91,0.09,10:1,598.88,219.08016,848.0,628.91984,298.44219,184.817017,1,69
Random Search,20260607,25,rs_r25_001_tl71_dt70_ge45_qr12_tau74,71,70,45,0.12,0.74,426.92,435.20,0.91,0.09,10:1,427.67,219.08016,646.0,426.91984,435.195945,160.324232,1,37
Random Search,20260607,25,rs_r25_002_tl104_dt125_ge2_qr57_tau87,104,125,2,0.57,0.87,387.92,439.89,0.91,0.09,10:1,392.64,219.08016,607.0,387.91984,439.889852,157.064171,1,110
Random Search,20260607,25,rs_r25_003_tl108_dt131_ge17_qr80_tau73,108,131,17,0.8,0.73,492.92,308.46,0.91,0.09,10:1,476.15,219.08016,712.0,492.91984,308.46169,178.482592,1,70
Random Search,20260607,25,rs_r25_004_tl109_dt88_ge30_qr88_tau76,109,88,30,0.88,0.76,373.92,439.70,0.91,0.09,10:1,379.90,219.08016,593.0,373.91984,439.695564,161.814159,1,43
Random Search,20260607,25,rs_r25_005_tl81_dt217_ge33_qr7_tau71,81,217,33,0.07,0.71,539.92,305.26,0.91,0.09,10:1,518.59,219.08016,759.0,539.91984,305.264199,182.682075,1,49
Random Search,20260607,25,rs_r25_006_tl34_dt105_ge15_qr84_tau87,34,105,15,0.84,0.87,444.92,430.53,0.91,0.09,10:1,443.61,219.08016,664.0,444.91984,430.528613,162.019934,1,70
Random Search,20260607,26,rs_r26_001_tl24_dt212_ge49_qr91_tau70,24,212,49,0.91,0.7,697.92,293.87,0.91,0.09,10:1,661.19,219.08016,917.0,697.91984,293.8707,183.528933,0,47
Random Search,20260607,26,rs_r26_002_tl59_dt172_ge2_qr94_tau85,59,172,2,0.94,0.85,368.92,441.86,0.91,0.09,10:1,375.55,219.08016,588.0,368.91984,441.859726,150.102564,0,103
Random Search,20260607,26,rs_r26_003_tl59_dt70_ge31_qr58_tau89,59,70,31,0.58,0.89,0.00,460.28,0.91,0.09,10:1,41.84,219.08016,,,460.282015,144.934426,1,38
Random Search,20260607,26,rs_r26_004_tl11_dt208_ge9_qr99_tau74,11,208,9,0.99,0.74,442.92,433.62,0.91,0.09,10:1,442.07,219.08016,662.0,442.91984,433.615254,159.896785,0,81
Random Search,20260607,26,rs_r26_005_tl3_dt172_ge44_qr42_tau75,3,172,44,0.42,0.75,0.00,493.14,0.91,0.09,10:1,44.83,219.08016,,,493.135131,129.682451,1,23
Random Search,20260607,26,rs_r26_006_tl104_dt40_ge9_qr57_tau81,104,40,9,0.57,0.81,0.00,500.49,0.91,0.09,10:1,45.50,219.08016,,,500.492057,122.090909,1,37
Random Search,20260607,27,rs_r27_001_tl93_dt47_ge41_qr15_tau81,93,47,41,0.15,0.81,0.00,501.47,0.91,0.09,10:1,45.59,219.08016,,,501.474912,122.969512,1,19
Random Search,20260607,27,rs_r27_002_tl83_dt106_ge34_qr55_tau70,83,106,34,0.55,0.7,541.92,299.37,0.91,0.09,10:1,519.87,219.08016,761.0,541.91984,299.374014,172.672038,1,51
Random Search,20260607,27,rs_r27_003_tl7_dt128_ge1_qr61_tau71,7,128,1,0.61,0.71,454.92,429.38,0.91,0.09,10:1,452.60,219.08016,674.0,454.91984,429.375903,160.241322,1,124
Random Search,20260607,27,rs_r27_004_tl104_dt74_ge15_qr3_tau90,104,74,15,0.03,0.9,0.00,493.42,0.91,0.09,10:1,44.86,219.08016,,,493.423317,135.149584,1,42
Random Search,20260607,27,rs_r27_005_tl17_dt17_ge41_qr95_tau86,17,17,41,0.95,0.86,224.92,469.84,0.91,0.09,10:1,247.18,219.08016,444.0,224.91984,469.835206,138.783599,0,17
Random Search,20260607,27,rs_r27_006_tl35_dt25_ge35_qr41_tau81,35,25,35,0.41,0.81,0.00,500.21,0.91,0.09,10:1,45.47,219.08016,,,500.21337,133.299703,1,16
Random Search,20260607,28,rs_r28_001_tl63_dt195_ge14_qr81_tau88,63,195,14,0.81,0.88,336.92,446.87,0.91,0.09,10:1,346.92,219.08016,556.0,336.91984,446.874169,150.532957,1,60
Random Search,20260607,28,rs_r28_002_tl95_dt34_ge3_qr39_tau85,95,34,3,0.39,0.85,0.00,497.47,0.91,0.09,10:1,45.22,219.08016,,,497.473407,134.246377,1,46
Random Search,20260607,28,rs_r28_003_tl87_dt43_ge37_qr35_tau80,87,43,37,0.35,0.8,0.00,495.94,0.91,0.09,10:1,45.09,219.08016,,,495.942522,132.224138,1,23
Random Search,20260607,28,rs_r28_004_tl93_dt151_ge48_qr19_tau73,93,151,48,0.19,0.73,360.92,439.52,0.91,0.09,10:1,368.06,219.08016,580.0,360.91984,439.515306,152.460432,1,31
Random Search,20260607,28,rs_r28_005_tl61_dt125_ge40_qr50_tau85,61,125,40,0.5,0.85,475.92,424.50,0.91,0.09,10:1,471.25,219.08016,695.0,475.91984,424.498193,160.452188,1,42
Random Search,20260607,28,rs_r28_006_tl33_dt201_ge46_qr85_tau84,33,201,46,0.85,0.84,655.92,297.89,0.91,0.09,10:1,623.37,219.08016,875.0,655.91984,297.89263,188.708976,1,48
Random Search,20260607,29,rs_r29_001_tl67_dt198_ge39_qr4_tau90,67,198,39,0.04,0.9,507.92,297.55,0.91,0.09,10:1,488.80,219.08016,727.0,507.91984,297.550784,170.131054,1,46
Random Search,20260607,29,rs_r29_002_tl70_dt110_ge27_qr94_tau76,70,110,27,0.94,0.76,441.92,428.66,0.91,0.09,10:1,440.71,219.08016,661.0,441.91984,428.66213,155.825,0,50
Random Search,20260607,29,rs_r29_003_tl95_dt192_ge48_qr10_tau76,95,192,48,0.1,0.76,320.92,446.11,0.91,0.09,10:1,332.30,219.08016,540.0,320.91984,446.113077,150.677298,1,31
Random Search,20260607,29,rs_r29_004_tl91_dt95_ge7_qr23_tau82,91,95,7,0.23,0.82,356.92,437.25,0.91,0.09,10:1,364.22,219.08016,576.0,356.91984,437.24877,152.647469,1,78
Random Search,20260607,29,rs_r29_005_tl14_dt19_ge28_qr46_tau83,14,19,28,0.46,0.83,0.00,496.85,0.91,0.09,10:1,45.17,219.08016,,,496.84666,134.326648,1,19
Random Search,20260607,29,rs_r29_006_tl59_dt106_ge44_qr67_tau74,59,106,44,0.67,0.74,374.92,440.87,0.91,0.09,10:1,380.92,219.08016,594.0,374.91984,440.871827,153.226449,1,36
Random Search,20260607,30,rs_r30_001_tl62_dt19_ge10_qr63_tau73,62,19,10,0.63,0.73,0.00,498.01,0.91,0.09,10:1,45.27,219.08016,,,498.008557,135.020349,1,27
Random Search,20260607,30,rs_r30_002_tl98_dt60_ge35_qr76_tau73,98,60,35,0.76,0.73,0.00,504.00,0.91,0.09,10:1,45.82,219.08016,,,504.001663,120.640625,1,25
Random Search,20260607,30,rs_r30_003_tl3_dt209_ge37_qr47_tau83,3,209,37,0.47,0.83,464.92,424.70,0.91,0.09,10:1,461.26,219.08016,684.0,464.91984,424.698992,166.030498,1,42
Random Search,20260607,30,rs_r30_004_tl46_dt40_ge15_qr62_tau85,46,40,15,0.62,0.85,0.00,495.45,0.91,0.09,10:1,45.04,219.08016,,,495.451383,133.262857,1,37
Random Search,20260607,30,rs_r30_005_tl8_dt87_ge8_qr48_tau75,8,87,8,0.48,0.75,401.92,429.16,0.91,0.09,10:1,404.40,219.08016,621.0,401.91984,429.161187,166.414754,1,81
Random Search,20260607,30,rs_r30_006_tl29_dt171_ge34_qr89_tau83,29,171,34,0.89,0.83,498.92,306.33,0.91,0.09,10:1,481.41,219.08016,718.0,498.91984,306.331946,176.376923,1,52
Random Search,20260607,31,rs_r31_001_tl105_dt156_ge25_qr71_tau72,105,156,25,0.71,0.72,406.92,435.74,0.91,0.09,10:1,409.54,219.08016,626.0,406.91984,435.73619,157.944637,1,49
Random Search,20260607,31,rs_r31_002_tl13_dt73_ge39_qr64_tau76,13,73,39,0.64,0.76,396.92,434.05,0.91,0.09,10:1,400.30,219.08016,616.0,396.91984,434.047767,156.384354,1,38
Random Search,20260607,31,rs_r31_003_tl66_dt166_ge28_qr94_tau71,66,166,28,0.94,0.71,441.92,429.03,0.91,0.09,10:1,440.75,219.08016,661.0,441.91984,429.028246,154.128763,0,52
Random Search,20260607,31,rs_r31_004_tl46_dt87_ge37_qr74_tau72,46,87,37,0.74,0.72,669.92,295.28,0.91,0.09,10:1,635.86,219.08016,889.0,669.91984,295.282833,184.995475,1,54
Random Search,20260607,31,rs_r31_005_tl106_dt221_ge28_qr13_tau77,106,221,28,0.13,0.77,417.92,433.42,0.91,0.09,10:1,419.33,219.08016,637.0,417.91984,433.421151,159.947723,1,48
Random Search,20260607,31,rs_r31_006_tl34_dt51_ge32_qr79_tau87,34,51,32,0.79,0.87,398.92,430.71,0.91,0.09,10:1,401.81,219.08016,618.0,398.91984,430.714674,151.679054,1,40
Random Search,20260607,32,rs_r32_001_tl53_dt205_ge43_qr29_tau80,53,205,43,0.29,0.8,0.00,458.95,0.91,0.09,10:1,41.72,219.08016,,,458.94986,142.421268,1,32
Random Search,20260607,32,rs_r32_002_tl20_dt171_ge40_qr11_tau73,20,171,40,0.11,0.73,432.92,428.55,0.91,0.09,10:1,432.52,219.08016,652.0,432.91984,428.547017,148.513468,1,40
Random Search,20260607,32,rs_r32_003_tl89_dt137_ge28_qr99_tau71,89,137,28,0.99,0.71,441.92,429.03,0.91,0.09,10:1,440.75,219.08016,661.0,441.91984,429.028246,154.128763,0,52
Random Search,20260607,32,rs_r32_004_tl80_dt121_ge34_qr28_tau86,80,121,34,0.28,0.86,407.92,427.09,0.91,0.09,10:1,409.66,219.08016,627.0,407.91984,427.087278,162.188925,1,41
Random Search,20260607,32,rs_r32_005_tl68_dt50_ge26_qr96_tau73,68,50,26,0.96,0.73,0.00,490.70,0.91,0.09,10:1,44.61,219.08016,,,490.697432,131.811475,0,31
Random Search,20260607,32,rs_r32_006_tl35_dt20_ge48_qr87_tau85,35,20,48,0.87,0.85,0.00,495.54,0.91,0.09,10:1,45.05,219.08016,,,495.536858,134.464986,1,15
Random Search,20260607,33,rs_r33_001_tl91_dt45_ge20_qr71_tau72,91,45,20,0.71,0.72,0.00,495.55,0.91,0.09,10:1,45.05,219.08016,,,495.546484,133.415954,1,32
Random Search,20260607,33,rs_r33_002_tl35_dt154_ge29_qr32_tau90,35,154,29,0.32,0.9,344.92,440.31,0.91,0.09,10:1,353.59,219.08016,564.0,344.91984,440.313297,157.437276,1,43
Random Search,20260607,33,rs_r33_003_tl43_dt61_ge36_qr47_tau87,43,61,36,0.47,0.87,0.00,503.06,0.91,0.09,10:1,45.73,219.08016,,,503.062826,129.981595,1,24
Random Search,20260607,33,rs_r33_004_tl36_dt62_ge8_qr41_tau81,36,62,8,0.41,0.81,0.00,504.35,0.91,0.09,10:1,45.85,219.08016,,,504.351385,125.218069,1,47
Random Search,20260607,33,rs_r33_005_tl45_dt196_ge14_qr27_tau78,45,196,14,0.27,0.78,487.92,312.85,0.91,0.09,10:1,472.00,219.08016,707.0,487.91984,312.849607,177.586275,1,74
Random Search,20260607,33,rs_r33_006_tl97_dt54_ge15_qr88_tau77,97,54,15,0.88,0.77,0.00,505.14,0.91,0.09,10:1,45.92,219.08016,,,505.142445,120.725552,1,36
Random Search,20260607,34,rs_r34_001_tl89_dt111_ge36_qr5_tau74,89,111,36,0.05,0.74,584.92,295.39,0.91,0.09,10:1,558.60,219.08016,804.0,584.91984,295.392196,179.047882,1,51
Random Search,20260607,34,rs_r34_002_tl56_dt42_ge45_qr98_tau90,56,42,45,0.98,0.9,0.00,495.52,0.91,0.09,10:1,45.05,219.08016,,,495.517498,124.401163,0,19
Random Search,20260607,34,rs_r34_003_tl111_dt52_ge38_qr69_tau76,111,52,38,0.69,0.76,0.00,497.40,0.91,0.09,10:1,45.22,219.08016,,,497.403182,130.798834,1,23
Random Search,20260607,34,rs_r34_004_tl48_dt75_ge49_qr1_tau90,48,75,49,0.01,0.9,634.92,300.41,0.91,0.09,10:1,604.51,219.08016,854.0,634.91984,300.409012,183.25023,1,47
Random Search,20260607,34,rs_r34_005_tl105_dt150_ge21_qr58_tau70,105,150,21,0.58,0.7,672.92,286.11,0.91,0.09,10:1,637.76,219.08016,892.0,672.91984,286.113358,185.643617,1,76
Random Search,20260607,34,rs_r34_006_tl86_dt86_ge28_qr48_tau86,86,86,28,0.48,0.86,500.92,309.91,0.91,0.09,10:1,483.56,219.08016,720.0,500.91984,309.914441,180.605212,1,55
Random Search,20260607,35,rs_r35_001_tl58_dt23_ge14_qr65_tau82,58,23,14,0.65,0.82,0.00,499.75,0.91,0.09,10:1,45.43,219.08016,,,499.753065,134.734513,1,26
Random Search,20260607,35,rs_r35_002_tl23_dt104_ge36_qr10_tau89,23,104,36,0.1,0.89,0.00,491.61,0.91,0.09,10:1,44.69,219.08016,,,491.611232,135.051351,1,27
Random Search,20260607,35,rs_r35_003_tl62_dt176_ge34_qr47_tau74,62,176,34,0.47,0.74,419.92,428.10,0.91,0.09,10:1,420.66,219.08016,639.0,419.91984,428.097978,165.089577,1,43
Random Search,20260607,35,rs_r35_004_tl55_dt62_ge50_qr35_tau77,55,62,50,0.35,0.77,0.00,502.10,0.91,0.09,10:1,45.65,219.08016,,,502.100064,131.81571,1,20
Random Search,20260607,35,rs_r35_005_tl90_dt45_ge16_qr76_tau89,90,45,16,0.76,0.89,0.00,497.34,0.91,0.09,10:1,45.21,219.08016,,,497.340476,133.617391,1,36
Random Search,20260607,35,rs_r35_006_tl96_dt82_ge23_qr41_tau71,96,82,23,0.41,0.71,558.92,308.53,0.91,0.09,10:1,536.16,219.08016,778.0,558.91984,308.531166,183.553977,1,65
Random Search,20260607,36,rs_r36_001_tl10_dt188_ge49_qr36_tau90,10,188,49,0.36,0.9,0.00,495.96,0.91,0.09,10:1,45.09,219.08016,,,495.964639,130.752874,1,22
Random Search,20260607,36,rs_r36_002_tl107_dt164_ge28_qr23_tau75,107,164,28,0.23,0.75,417.92,433.42,0.91,0.09,10:1,419.33,219.08016,637.0,417.91984,433.421151,159.947723,1,48
Random Search,20260607,36,rs_r36_003_tl54_dt201_ge37_qr30_tau72,54,201,37,0.3,0.72,433.92,428.98,0.91,0.09,10:1,433.47,219.08016,653.0,433.91984,428.977933,154.901173,1,44
Random Search,20260607,36,rs_r36_004_tl0_dt189_ge1_qr46_tau86,0,189,1,0.46,0.86,406.92,436.53,0.91,0.09,10:1,409.61,219.08016,626.0,406.91984,436.529196,160.366149,1,115
Random Search,20260607,36,rs_r36_005_tl84_dt123_ge50_qr2_tau86,84,123,50,0.02,0.86,0.00,467.06,0.91,0.09,10:1,42.46,219.08016,,,467.06008,145.331868,1,25
Random Search,20260607,36,rs_r36_006_tl27_dt166_ge4_qr57_tau75,27,166,4,0.57,0.75,271.92,454.43,0.91,0.09,10:1,288.51,219.08016,491.0,271.91984,454.4345,157.195266,1,77
Random Search,20260607,37,rs_r37_001_tl89_dt71_ge7_qr71_tau79,89,71,7,0.71,0.79,368.92,431.53,0.91,0.09,10:1,374.61,219.08016,588.0,368.91984,431.527917,159.487437,1,77
Random Search,20260607,37,rs_r37_002_tl104_dt176_ge39_qr100_tau71,104,176,39,1.0,0.71,502.92,316.15,0.91,0.09,10:1,485.94,219.08016,722.0,502.91984,316.154572,172.525845,0,46
Random Search,20260607,37,rs_r37_003_tl0_dt71_ge43_qr52_tau73,0,71,43,0.52,0.73,0.00,499.64,0.91,0.09,10:1,45.42,219.08016,,,499.641903,119.879154,1,20
Random Search,20260607,37,rs_r37_004_tl52_dt127_ge11_qr97_tau87,52,127,11,0.97,0.87,500.92,309.77,0.91,0.09,10:1,483.54,219.08016,720.0,500.91984,309.774473,168.00689,0,86
Random Search,20260607,37,rs_r37_005_tl58_dt125_ge47_qr45_tau72,58,125,47,0.45,0.72,276.92,458.96,0.91,0.09,10:1,293.47,219.08016,496.0,276.91984,458.963298,151.827515,1,28
Random Search,20260607,37,rs_r37_006_tl24_dt48_ge10_qr95_tau70,24,48,10,0.95,0.7,0.00,486.71,0.91,0.09,10:1,44.25,219.08016,,,486.707061,130.353562,0,47
Random Search,20260607,38,rs_r38_001_tl20_dt134_ge46_qr78_tau80,20,134,46,0.78,0.8,497.92,304.31,0.91,0.09,10:1,480.32,219.08016,717.0,497.91984,304.311752,176.338123,1,40
Random Search,20260607,38,rs_r38_002_tl22_dt105_ge42_qr19_tau71,22,105,42,0.19,0.71,602.92,303.41,0.91,0.09,10:1,575.69,219.08016,822.0,602.91984,303.409775,187.369585,1,46
Random Search,20260607,38,rs_r38_003_tl3_dt199_ge30_qr47_tau90,3,199,30,0.47,0.9,574.92,301.86,0.91,0.09,10:1,550.10,219.08016,794.0,574.91984,301.863757,182.768872,1,57
Random Search,20260607,38,rs_r38_004_tl78_dt171_ge45_qr64_tau73,78,171,45,0.64,0.73,0.00,486.66,0.91,0.09,10:1,44.24,219.08016,,,486.655992,136.724227,1,26
Random Search,20260607,38,rs_r38_005_tl52_dt83_ge34_qr62_tau85,52,83,34,0.62,0.85,515.92,306.47,0.91,0.09,10:1,496.88,219.08016,735.0,515.91984,306.469319,169.970874,1,48
